"relocating_to","nationality","visa_type","salary_range","family_relocating"
"DE-BERLIN","GB","visa","80.001-90.000","No"
"DE-MUENCHEN","GB","visa","80.001-90.000","No"
"DE-KOELN","GB","visa","80.001-90.000","No"
"DE-BONN","GB","visa","80.001-90.000","No"
"DE-STUTTGART","GB","visa","80.001-90.000","No"
"DE-DUESSELDORF","GB","visa","80.001-90.000","No"
"DE-FRANKFURT","GB","visa","80.001-90.000","No"
"DE-DORTMUND","GB","visa","80.001-90.000","No"
"DE-HAMBURG","Switzerland","visa","80.001-90.000","No"
"DE-BERLIN","Switzerland","visa","80.001-90.000","No"
"DE-MUENCHEN","Switzerland","visa","80.001-90.000","No"
"DE-KOELN","Switzerland","visa","80.001-90.000","No"
"DE-BONN","Switzerland","visa","80.001-90.000","No"
"DE-STUTTGART","Switzerland","visa","80.001-90.000","No"
"DE-DUESSELDORF","Switzerland","visa","80.001-90.000","No"
"DE-FRANKFURT","Switzerland","visa","80.001-90.000","No"
"DE-DORTMUND","Switzerland","visa","80.001-90.000","No"
"DE-HAMBURG","Third-country","job seeker","80.001-90.000","No"
"DE-BERLIN","Third-country","job seeker","80.001-90.000","No"
"DE-MUENCHEN","Third-country","job seeker","80.001-90.000","No"
"DE-KOELN","Third-country","job seeker","80.001-90.000","No"
"DE-BONN","Third-country","job seeker","80.001-90.000","No"
"DE-STUTTGART","Third-country","job seeker","80.001-90.000","No"
"DE-DUESSELDORF","Third-country","job seeker","80.001-90.000","No"
"DE-FRANKFURT","Third-country","job seeker","80.001-90.000","No"
"DE-DORTMUND","Third-country","job seeker","80.001-90.000","No"
"DE-HAMBURG","EU","job seeker","80.001-90.000","No"
"DE-BERLIN","EU","job seeker","80.001-90.000","No"
"DE-MUENCHEN","EU","job seeker","80.001-90.000","No"
"DE-KOELN","EU","job seeker","80.001-90.000","No"
"DE-BONN","EU","job seeker","80.001-90.000","No"
"DE-STUTTGART","EU","job seeker","80.001-90.000","No"
"DE-DUESSELDORF","EU","job seeker","80.001-90.000","No"
"DE-FRANKFURT","EU","job seeker","80.001-90.000","No"
"DE-DORTMUND","EU","job seeker","80.001-90.000","No"
"DE-HAMBURG","Privileged","job seeker","80.001-90.000","No"
"DE-BERLIN","Privileged","job seeker","80.001-90.000","No"
"DE-MUENCHEN","Privileged","job seeker","80.001-90.000","No"
"DE-KOELN","Privileged","job seeker","80.001-90.000","No"
"DE-BONN","Privileged","job seeker","80.001-90.000","No"
"DE-STUTTGART","Privileged","job seeker","80.001-90.000","No"
"DE-DUESSELDORF","Privileged","job seeker","80.001-90.000","No"
"DE-FRANKFURT","Privileged","job seeker","80.001-90.000","No"
"DE-DORTMUND","Privileged","job seeker","80.001-90.000","No"
"DE-HAMBURG","GB","job seeker","80.001-90.000","No"
"DE-BERLIN","GB","job seeker","80.001-90.000","No"
"DE-MUENCHEN","GB","job seeker","80.001-90.000","No"
"DE-KOELN","GB","job seeker","80.001-90.000","No"
"DE-BONN","GB","job seeker","80.001-90.000","No"
"DE-STUTTGART","GB","job seeker","80.001-90.000","No"
"DE-DUESSELDORF","GB","job seeker","80.001-90.000","No"
"DE-FRANKFURT","GB","job seeker","80.001-90.000","No"
"DE-DORTMUND","GB","job seeker","80.001-90.000","No"
"DE-HAMBURG","Switzerland","job seeker","80.001-90.000","No"
"DE-BERLIN","Switzerland","job seeker","80.001-90.000","No"
"DE-MUENCHEN","Switzerland","job seeker","80.001-90.000","No"
"DE-KOELN","Switzerland","job seeker","80.001-90.000","No"
"DE-BONN","Switzerland","job seeker","80.001-90.000","No"
"DE-STUTTGART","Switzerland","job seeker","80.001-90.000","No"
"DE-DUESSELDORF","Switzerland","job seeker","80.001-90.000","No"
"DE-FRANKFURT","Switzerland","job seeker","80.001-90.000","No"
"DE-DORTMUND","Switzerland","job seeker","80.001-90.000","No"
"DE-HAMBURG","Third-country","valid rp","80.001-90.000","No"
"DE-BERLIN","Third-country","valid rp","80.001-90.000","No"
"DE-MUENCHEN","Third-country","valid rp","80.001-90.000","No"
"DE-KOELN","Third-country","valid rp","80.001-90.000","No"
"DE-BONN","Third-country","valid rp","80.001-90.000","No"
"DE-STUTTGART","Third-country","valid rp","80.001-90.000","No"
"DE-DUESSELDORF","Third-country","valid rp","80.001-90.000","No"
"DE-FRANKFURT","Third-country","valid rp","80.001-90.000","No"
"DE-DORTMUND","Third-country","valid rp","80.001-90.000","No"
"DE-HAMBURG","EU","valid rp","80.001-90.000","No"
"DE-BERLIN","EU","valid rp","80.001-90.000","No"
"DE-MUENCHEN","EU","valid rp","80.001-90.000","No"
"DE-KOELN","EU","valid rp","80.001-90.000","No"
"DE-BONN","EU","valid rp","80.001-90.000","No"
"DE-STUTTGART","EU","valid rp","80.001-90.000","No"
"DE-DUESSELDORF","EU","valid rp","80.001-90.000","No"
"DE-FRANKFURT","EU","valid rp","80.001-90.000","No"
"DE-DORTMUND","EU","valid rp","80.001-90.000","No"
"DE-HAMBURG","Privileged","valid rp","80.001-90.000","No"
"DE-BERLIN","Privileged","valid rp","80.001-90.000","No"
"DE-MUENCHEN","Privileged","valid rp","80.001-90.000","No"
"DE-KOELN","Privileged","valid rp","80.001-90.000","No"
"DE-BONN","Privileged","valid rp","80.001-90.000","No"
"DE-STUTTGART","Privileged","valid rp","80.001-90.000","No"
"DE-DUESSELDORF","Privileged","valid rp","80.001-90.000","No"
"DE-FRANKFURT","Privileged","valid rp","80.001-90.000","No"
"DE-DORTMUND","Privileged","valid rp","80.001-90.000","No"
"DE-HAMBURG","GB","valid rp","80.001-90.000","No"
"DE-BERLIN","GB","valid rp","80.001-90.000","No"
"DE-MUENCHEN","GB","valid rp","80.001-90.000","No"
"DE-KOELN","GB","valid rp","80.001-90.000","No"
"DE-BONN","GB","valid rp","80.001-90.000","No"
"DE-STUTTGART","GB","valid rp","80.001-90.000","No"
"DE-DUESSELDORF","GB","valid rp","80.001-90.000","No"
"DE-FRANKFURT","GB","valid rp","80.001-90.000","No"
"DE-DORTMUND","GB","valid rp","80.001-90.000","No"
"DE-HAMBURG","Switzerland","valid rp","80.001-90.000","No"
"DE-BERLIN","Switzerland","valid rp","80.001-90.000","No"
"DE-MUENCHEN","Switzerland","valid rp","80.001-90.000","No"
"DE-KOELN","Switzerland","valid rp","80.001-90.000","No"
"DE-BONN","Switzerland","valid rp","80.001-90.000","No"
"DE-STUTTGART","Switzerland","valid rp","80.001-90.000","No"
"DE-DUESSELDORF","Switzerland","valid rp","80.001-90.000","No"
"DE-FRANKFURT","Switzerland","valid rp","80.001-90.000","No"
"DE-DORTMUND","Switzerland","valid rp","80.001-90.000","No"
"DE-HAMBURG","Third-country","blue card","80.001-90.000","No"
"DE-BERLIN","Third-country","blue card","80.001-90.000","No"
"DE-MUENCHEN","Third-country","blue card","80.001-90.000","No"
"DE-KOELN","Third-country","blue card","80.001-90.000","No"
"DE-BONN","Third-country","blue card","80.001-90.000","No"
"DE-STUTTGART","Third-country","blue card","80.001-90.000","No"
"DE-DUESSELDORF","Third-country","blue card","80.001-90.000","No"
"DE-FRANKFURT","Third-country","blue card","80.001-90.000","No"
"DE-DORTMUND","Third-country","blue card","80.001-90.000","No"
"DE-HAMBURG","EU","blue card","80.001-90.000","No"
"DE-BERLIN","EU","blue card","80.001-90.000","No"
"DE-MUENCHEN","EU","blue card","80.001-90.000","No"
"DE-KOELN","EU","blue card","80.001-90.000","No"
"DE-BONN","EU","blue card","80.001-90.000","No"
"DE-STUTTGART","EU","blue card","80.001-90.000","No"
"DE-DUESSELDORF","EU","blue card","80.001-90.000","No"
"DE-FRANKFURT","EU","blue card","80.001-90.000","No"
"DE-DORTMUND","EU","blue card","80.001-90.000","No"
"DE-HAMBURG","Privileged","blue card","80.001-90.000","No"
"DE-BERLIN","Privileged","blue card","80.001-90.000","No"
"DE-MUENCHEN","Privileged","blue card","80.001-90.000","No"
"DE-KOELN","Privileged","blue card","80.001-90.000","No"
"DE-BONN","Privileged","blue card","80.001-90.000","No"
"DE-STUTTGART","Privileged","blue card","80.001-90.000","No"
"DE-DUESSELDORF","Privileged","blue card","80.001-90.000","No"
"DE-FRANKFURT","Privileged","blue card","80.001-90.000","No"
"DE-DORTMUND","Privileged","blue card","80.001-90.000","No"
"DE-HAMBURG","GB","blue card","80.001-90.000","No"
"DE-BERLIN","GB","blue card","80.001-90.000","No"
"DE-MUENCHEN","GB","blue card","80.001-90.000","No"
"DE-KOELN","GB","blue card","80.001-90.000","No"
"DE-BONN","GB","blue card","80.001-90.000","No"
"DE-STUTTGART","GB","blue card","80.001-90.000","No"
"DE-DUESSELDORF","GB","blue card","80.001-90.000","No"
"DE-FRANKFURT","GB","blue card","80.001-90.000","No"
"DE-DORTMUND","GB","blue card","80.001-90.000","No"
"DE-HAMBURG","Switzerland","blue card","80.001-90.000","No"
"DE-BERLIN","Switzerland","blue card","80.001-90.000","No"
"DE-MUENCHEN","Switzerland","blue card","80.001-90.000","No"
"DE-KOELN","Switzerland","blue card","80.001-90.000","No"
"DE-BONN","Switzerland","blue card","80.001-90.000","No"
"DE-STUTTGART","Switzerland","blue card","80.001-90.000","No"
"DE-DUESSELDORF","Switzerland","blue card","80.001-90.000","No"
"DE-FRANKFURT","Switzerland","blue card","80.001-90.000","No"
"DE-DORTMUND","Switzerland","blue card","80.001-90.000","No"
"DE-HAMBURG","Third-country","none","80.001-90.000","No"
"DE-BERLIN","Third-country","none","80.001-90.000","No"
"DE-MUENCHEN","Third-country","none","80.001-90.000","No"
"DE-KOELN","Third-country","none","80.001-90.000","No"
"DE-BONN","Third-country","none","80.001-90.000","No"
"DE-STUTTGART","Third-country","none","80.001-90.000","No"
"DE-DUESSELDORF","Third-country","none","80.001-90.000","No"
"DE-FRANKFURT","Third-country","none","80.001-90.000","No"
"DE-DORTMUND","Third-country","none","80.001-90.000","No"
"DE-HAMBURG","EU","none","80.001-90.000","No"
"DE-BERLIN","EU","none","80.001-90.000","No"
"DE-MUENCHEN","EU","none","80.001-90.000","No"
"DE-KOELN","EU","none","80.001-90.000","No"
"DE-BONN","EU","none","80.001-90.000","No"
"DE-STUTTGART","EU","none","80.001-90.000","No"
"DE-DUESSELDORF","EU","none","80.001-90.000","No"
"DE-FRANKFURT","EU","none","80.001-90.000","No"
"DE-DORTMUND","EU","none","80.001-90.000","No"
"DE-HAMBURG","Privileged","none","80.001-90.000","No"
"DE-BERLIN","Privileged","none","80.001-90.000","No"
"DE-MUENCHEN","Privileged","none","80.001-90.000","No"
"DE-KOELN","Privileged","none","80.001-90.000","No"
"DE-BONN","Privileged","none","80.001-90.000","No"
"DE-STUTTGART","Privileged","none","80.001-90.000","No"
"DE-DUESSELDORF","Privileged","none","80.001-90.000","No"
"DE-FRANKFURT","Privileged","none","80.001-90.000","No"
"DE-DORTMUND","Privileged","none","80.001-90.000","No"
"DE-HAMBURG","GB","none","80.001-90.000","No"
"DE-BERLIN","GB","none","80.001-90.000","No"
"DE-MUENCHEN","GB","none","80.001-90.000","No"
"DE-KOELN","GB","none","80.001-90.000","No"
"DE-BONN","GB","none","80.001-90.000","No"
"DE-STUTTGART","GB","none","80.001-90.000","No"
"DE-DUESSELDORF","GB","none","80.001-90.000","No"
"DE-FRANKFURT","GB","none","80.001-90.000","No"
"DE-DORTMUND","GB","none","80.001-90.000","No"
"DE-HAMBURG","Switzerland","none","80.001-90.000","No"
"DE-BERLIN","Switzerland","none","80.001-90.000","No"
"DE-MUENCHEN","Switzerland","none","80.001-90.000","No"
"DE-KOELN","Switzerland","none","80.001-90.000","No"
"DE-BONN","Switzerland","none","80.001-90.000","No"
"DE-STUTTGART","Switzerland","none","80.001-90.000","No"
"DE-DUESSELDORF","Switzerland","none","80.001-90.000","No"
"DE-FRANKFURT","Switzerland","none","80.001-90.000","No"
"DE-DORTMUND","Switzerland","none","80.001-90.000","No"
"DE-HAMBURG","Third-country","visa",">90.000","No"
"DE-BERLIN","Third-country","visa",">90.000","No"
"DE-MUENCHEN","Third-country","visa",">90.000","No"
"DE-KOELN","Third-country","visa",">90.000","No"
"DE-BONN","Third-country","visa",">90.000","No"
"DE-STUTTGART","Third-country","visa",">90.000","No"
"DE-DUESSELDORF","Third-country","visa",">90.000","No"
"DE-FRANKFURT","Third-country","visa",">90.000","No"
"DE-DORTMUND","Third-country","visa",">90.000","No"
"DE-HAMBURG","EU","visa",">90.000","No"
"DE-BERLIN","EU","visa",">90.000","No"
"DE-MUENCHEN","EU","visa",">90.000","No"
"DE-KOELN","EU","visa",">90.000","No"
"DE-BONN","EU","visa",">90.000","No"
"DE-STUTTGART","EU","visa",">90.000","No"
"DE-DUESSELDORF","EU","visa",">90.000","No"
"DE-FRANKFURT","EU","visa",">90.000","No"
"DE-DORTMUND","EU","visa",">90.000","No"
"DE-HAMBURG","Privileged","visa",">90.000","No"
"DE-BERLIN","Privileged","visa",">90.000","No"
"DE-MUENCHEN","Privileged","visa",">90.000","No"
"DE-KOELN","Privileged","visa",">90.000","No"
"DE-BONN","Privileged","visa",">90.000","No"
"DE-STUTTGART","Privileged","visa",">90.000","No"
"DE-DUESSELDORF","Privileged","visa",">90.000","No"
"DE-FRANKFURT","Privileged","visa",">90.000","No"
"DE-DORTMUND","Privileged","visa",">90.000","No"
"DE-HAMBURG","GB","visa",">90.000","No"
"DE-BERLIN","GB","visa",">90.000","No"
"DE-MUENCHEN","GB","visa",">90.000","No"
"DE-KOELN","GB","visa",">90.000","No"
"DE-BONN","GB","visa",">90.000","No"
"DE-STUTTGART","GB","visa",">90.000","No"
"DE-DUESSELDORF","GB","visa",">90.000","No"
"DE-FRANKFURT","GB","visa",">90.000","No"
"DE-DORTMUND","GB","visa",">90.000","No"
"DE-HAMBURG","Switzerland","visa",">90.000","No"
"DE-BERLIN","Switzerland","visa",">90.000","No"
"DE-MUENCHEN","Switzerland","visa",">90.000","No"
"DE-KOELN","Switzerland","visa",">90.000","No"
"DE-BONN","Switzerland","visa",">90.000","No"
"DE-STUTTGART","Switzerland","visa",">90.000","No"
"DE-DUESSELDORF","Switzerland","visa",">90.000","No"
"DE-FRANKFURT","Switzerland","visa",">90.000","No"
"DE-DORTMUND","Switzerland","visa",">90.000","No"
"DE-HAMBURG","Third-country","job seeker",">90.000","No"
"DE-BERLIN","Third-country","job seeker",">90.000","No"
"DE-MUENCHEN","Third-country","job seeker",">90.000","No"
"DE-KOELN","Third-country","job seeker",">90.000","No"
"DE-BONN","Third-country","job seeker",">90.000","No"
"DE-STUTTGART","Third-country","job seeker",">90.000","No"
"DE-DUESSELDORF","Third-country","job seeker",">90.000","No"
"DE-FRANKFURT","Third-country","job seeker",">90.000","No"
"DE-DORTMUND","Third-country","job seeker",">90.000","No"
"DE-HAMBURG","EU","job seeker",">90.000","No"
"DE-BERLIN","EU","job seeker",">90.000","No"
"DE-MUENCHEN","EU","job seeker",">90.000","No"
"DE-KOELN","EU","job seeker",">90.000","No"
"DE-BONN","EU","job seeker",">90.000","No"
"DE-STUTTGART","EU","job seeker",">90.000","No"
"DE-DUESSELDORF","EU","job seeker",">90.000","No"
"DE-FRANKFURT","EU","job seeker",">90.000","No"
"DE-DORTMUND","EU","job seeker",">90.000","No"
"DE-HAMBURG","Privileged","job seeker",">90.000","No"
"DE-BERLIN","Privileged","job seeker",">90.000","No"
"DE-MUENCHEN","Privileged","job seeker",">90.000","No"
"DE-KOELN","Privileged","job seeker",">90.000","No"
"DE-BONN","Privileged","job seeker",">90.000","No"
"DE-STUTTGART","Privileged","job seeker",">90.000","No"
"DE-DUESSELDORF","Privileged","job seeker",">90.000","No"
"DE-FRANKFURT","Privileged","job seeker",">90.000","No"
"DE-DORTMUND","Privileged","job seeker",">90.000","No"
"DE-HAMBURG","GB","job seeker",">90.000","No"
"DE-BERLIN","GB","job seeker",">90.000","No"
"DE-MUENCHEN","GB","job seeker",">90.000","No"
"DE-KOELN","GB","job seeker",">90.000","No"
"DE-BONN","GB","job seeker",">90.000","No"
"DE-STUTTGART","GB","job seeker",">90.000","No"
"DE-DUESSELDORF","GB","job seeker",">90.000","No"
"DE-FRANKFURT","GB","job seeker",">90.000","No"
"DE-DORTMUND","GB","job seeker",">90.000","No"
"DE-HAMBURG","Switzerland","job seeker",">90.000","No"
"DE-BERLIN","Switzerland","job seeker",">90.000","No"
"DE-MUENCHEN","Switzerland","job seeker",">90.000","No"
"DE-KOELN","Switzerland","job seeker",">90.000","No"
"DE-BONN","Switzerland","job seeker",">90.000","No"
"DE-STUTTGART","Switzerland","job seeker",">90.000","No"
"DE-DUESSELDORF","Switzerland","job seeker",">90.000","No"
"DE-FRANKFURT","Switzerland","job seeker",">90.000","No"
"DE-DORTMUND","Switzerland","job seeker",">90.000","No"
"DE-HAMBURG","Third-country","valid rp",">90.000","No"
"DE-BERLIN","Third-country","valid rp",">90.000","No"
"DE-MUENCHEN","Third-country","valid rp",">90.000","No"
"DE-KOELN","Third-country","valid rp",">90.000","No"
"DE-BONN","Third-country","valid rp",">90.000","No"
"DE-STUTTGART","Third-country","valid rp",">90.000","No"
"DE-DUESSELDORF","Third-country","valid rp",">90.000","No"
"DE-FRANKFURT","Third-country","valid rp",">90.000","No"
"DE-DORTMUND","Third-country","valid rp",">90.000","No"
"DE-HAMBURG","EU","valid rp",">90.000","No"
"DE-BERLIN","EU","valid rp",">90.000","No"
"DE-MUENCHEN","EU","valid rp",">90.000","No"
"DE-KOELN","EU","valid rp",">90.000","No"
"DE-BONN","EU","valid rp",">90.000","No"
"DE-STUTTGART","EU","valid rp",">90.000","No"
"DE-DUESSELDORF","EU","valid rp",">90.000","No"
"DE-FRANKFURT","EU","valid rp",">90.000","No"
"DE-DORTMUND","EU","valid rp",">90.000","No"
"DE-HAMBURG","Privileged","valid rp",">90.000","No"
"DE-BERLIN","Privileged","valid rp",">90.000","No"
"DE-MUENCHEN","Privileged","valid rp",">90.000","No"
"DE-KOELN","Privileged","valid rp",">90.000","No"
"DE-BONN","Privileged","valid rp",">90.000","No"
"DE-STUTTGART","Privileged","valid rp",">90.000","No"
"DE-DUESSELDORF","Privileged","valid rp",">90.000","No"
"DE-FRANKFURT","Privileged","valid rp",">90.000","No"
"DE-DORTMUND","Privileged","valid rp",">90.000","No"
"DE-HAMBURG","GB","valid rp",">90.000","No"
"DE-BERLIN","GB","valid rp",">90.000","No"
"DE-MUENCHEN","GB","valid rp",">90.000","No"
"DE-KOELN","GB","valid rp",">90.000","No"
"DE-BONN","GB","valid rp",">90.000","No"
"DE-STUTTGART","GB","valid rp",">90.000","No"
"DE-DUESSELDORF","GB","valid rp",">90.000","No"
"DE-FRANKFURT","GB","valid rp",">90.000","No"
"DE-DORTMUND","GB","valid rp",">90.000","No"
"DE-HAMBURG","Switzerland","valid rp",">90.000","No"
"DE-BERLIN","Switzerland","valid rp",">90.000","No"
"DE-MUENCHEN","Switzerland","valid rp",">90.000","No"
"DE-KOELN","Switzerland","valid rp",">90.000","No"
"DE-BONN","Switzerland","valid rp",">90.000","No"
"DE-STUTTGART","Switzerland","valid rp",">90.000","No"
"DE-DUESSELDORF","Switzerland","valid rp",">90.000","No"
"DE-FRANKFURT","Switzerland","valid rp",">90.000","No"
"DE-DORTMUND","Switzerland","valid rp",">90.000","No"
"DE-HAMBURG","Third-country","blue card",">90.000","No"
"DE-BERLIN","Third-country","blue card",">90.000","No"
"DE-MUENCHEN","Third-country","blue card",">90.000","No"
"DE-KOELN","Third-country","blue card",">90.000","No"
"DE-BONN","Third-country","blue card",">90.000","No"
"DE-STUTTGART","Third-country","blue card",">90.000","No"
"DE-DUESSELDORF","Third-country","blue card",">90.000","No"
"DE-FRANKFURT","Third-country","blue card",">90.000","No"
"DE-DORTMUND","Third-country","blue card",">90.000","No"
"DE-HAMBURG","EU","blue card",">90.000","No"
"DE-BERLIN","EU","blue card",">90.000","No"
"DE-MUENCHEN","EU","blue card",">90.000","No"
"DE-KOELN","EU","blue card",">90.000","No"
"DE-BONN","EU","blue card",">90.000","No"
"DE-STUTTGART","EU","blue card",">90.000","No"
"DE-DUESSELDORF","EU","blue card",">90.000","No"
"DE-FRANKFURT","EU","blue card",">90.000","No"
"DE-DORTMUND","EU","blue card",">90.000","No"
"DE-HAMBURG","Privileged","blue card",">90.000","No"
"DE-BERLIN","Privileged","blue card",">90.000","No"
"DE-MUENCHEN","Privileged","blue card",">90.000","No"
"DE-KOELN","Privileged","blue card",">90.000","No"
"DE-BONN","Privileged","blue card",">90.000","No"
"DE-STUTTGART","Privileged","blue card",">90.000","No"
"DE-DUESSELDORF","Privileged","blue card",">90.000","No"
"DE-FRANKFURT","Privileged","blue card",">90.000","No"
"DE-DORTMUND","Privileged","blue card",">90.000","No"
"DE-HAMBURG","GB","blue card",">90.000","No"
"DE-BERLIN","GB","blue card",">90.000","No"
"DE-MUENCHEN","GB","blue card",">90.000","No"
"DE-KOELN","GB","blue card",">90.000","No"
"DE-BONN","GB","blue card",">90.000","No"
"DE-STUTTGART","GB","blue card",">90.000","No"
"DE-DUESSELDORF","GB","blue card",">90.000","No"
"DE-FRANKFURT","GB","blue card",">90.000","No"
"DE-DORTMUND","GB","blue card",">90.000","No"
"DE-HAMBURG","Switzerland","blue card",">90.000","No"
